chr	start	end	rho	corr	h2_1	h2_2	var	p	m	q	bonferroni
1	245506746	247344517	0.0006339409925531	1.1343159130089984	0.0002740274724265	0.0011398180146072	6.227147093327355e-08	0.0110721735061028	4038	0.21709330006396693	False
4	164478234	165823447	0.0004351347774728	1.8467753690432975	0.000279135350848	0.0001988861779818	2.9377321137395162e-08	0.0111253445430572	2753	0.21709330006396693	False
13	84133144	85610915	0.0004450394313755	1.2903474543741411	0.0002849875980272	0.0004174050358401	3.07542506478888e-08	0.0111573088612783	2666	0.21709330006396693	False
4	40202609	42213057	0.0005922404210927	0.8179980243100775	0.0002749984542597	0.0019061686743861	5.4589249811372374e-08	0.0112510073060242	3677	0.21709330006396693	False
6	71609510	73450096	0.0005833865978176	0.89986558531409	0.0006368153168619	0.0006600002640353	5.3369163531799685e-08	0.0115602866985238	3320	0.22055468330442035	False
8	31133729	31548359	0.0002500214955153	0.9426608101596282	0.000468065089947	0.0001502925806349	9.863093110235384e-09	0.011818843564901	836	0.22146005542522335	False
2	155391135	157560634	0.0004844898817968	0.8185920443543574	0.0007312726118392	0.0004790215766127	3.729299129826562e-08	0.0121132027355223	2905	0.22146005542522335	False
5	152867774	153773087	0.0003665716634685	0.779288109705229	0.0006699800101723	0.0003302629347818	2.137163815655541e-08	0.0121590483864829	1838	0.22146005542522335	False
5	140645971	142981247	0.000615405324218	0.9633920068685714	0.0003610634132168	0.0011301417987115	6.024028098113258e-08	0.012163464698917	3430	0.22146005542522335	False
7	69085364	71874884	0.0005966224768127	0.7237826269231428	0.001047795538545	0.0006484946052187	5.6745463340610505e-08	0.0122598617255424	4357	0.22146005542522335	False
11	37116815	39382002	0.0003439110906554	1.882156184656406	0.0002523854609695	0.0001322868610644	1.9405268499614933e-08	0.0135566006380906	3211	0.2409170476372525	False
2	196447456	198078109	0.000393168245119	1.3151997020615322	0.0006088826919581	0.0001467708588225	2.539679568875407e-08	0.01362075180988	2089	0.2409170476372525	False
15	78516053	80860977	0.0006710242659203	1.7889152956549983	0.0016991172940852	8.280823654825479e-05	7.491170832853058e-08	0.0142191962369336	4632	0.24830533391371185	False
16	27445755	29036612	0.0003472196302595	1.2560746816844617	0.0001867913029141	0.0004090919801234	2.0103921900832457e-08	0.0143309321104498	1438	0.24830533391371185	False
4	53877433	55429555	0.0004117763989027	0.85038940782505	0.0006050153772053	0.000387543810732	2.8626776135789394e-08	0.0149434819534787	2432	0.25630335714148317	False
13	55817131	57554216	0.0003315824987936	1.1387268095944671	0.0003973274133729	0.0002134005718987	1.892976331806025e-08	0.015952043619303	2189	0.27086570065576493	False
3	185068255	186890343	0.0006556080293109	0.809720314713465	0.0005294985380162	0.00123809420765	7.465359069843626e-08	0.0164179359841074	2982	0.27601638911895415	False
4	161058864	161826434	0.0003544340431988	1.276768460931077	0.0001021817980026	0.0007541765516077	2.1993424668008993e-08	0.0168506202763271	1744	0.2805132669529747	False
8	13491775	13944991	0.0003664784671732	2.3820251454424515	0.0003606113798333	6.563943187686767e-05	2.373525141043509e-08	0.0173707450169345	2045	0.2817605238982272	False
14	96262415	98341161	0.0005846661753875	0.7303039552914965	0.0005087615723143	0.0012597789067294	6.045855475241294e-08	0.0174152955702542	3679	0.2817605238982272	False
6	33236497	35455755	0.0007790140615211	1.2510182033267072	0.0009085083601432	0.0004268098245038	1.0790079561237196e-07	0.0177134697217531	3529	0.2817605238982272	False
2	229370787	231843388	0.0006026109285242	5.832003286150985	0.0005329006147751	2.003513465410926e-05	6.463170644173353e-08	0.0177708034868768	4695	0.2817605238982272	False
19	51532567	52985289	-0.0005196646439949	-1.2291443981109509	0.0003331781559633	0.0005364929355759	4.81886995147827e-08	0.0179191225201894	3248	0.2817605238982272	False
13	43101027	44901408	0.0004847626293583		0.0008235014775737	-0.0002375616791271	4.193460917730545e-08	0.0179211640641982	2956	0.2817605238982272	False
2	23341383	24686917	0.0003766535520989	0.5919881396087477	0.0003581523388454	0.0011302911620956	2.5600149103159572e-08	0.0185687219744124	2162	0.28926321020690143	False
3	70449028	72529328	0.000691070154784	0.4109623979323523	0.0016310415388538	0.0017337045133464	8.661362882432624e-08	0.0188660494919445	3132	0.2912232003392887	False
7	104159525	105682904	0.000417234791462	0.908585353810389	0.0013602396355693	0.0001550294268582	3.1807056974001935e-08	0.0193107627938216	2207	0.2954024794946764	False
9	101592859	104624436	0.000508173603457	0.9245524110769238	0.0002227825778317	0.0013560631321028	4.865962587449854e-08	0.0212389543151458	4412	0.3194876035623862	False
7	100196651	101199252	0.0004549846769753	1.2196804696478851	0.0003682166752218	0.000377918323894	3.908559291568992e-08	0.0213701362814259	1765	0.3194876035623862	False
8	140725643	143044913	0.000554163727994	1.1389233540608483	0.0002736535503339	0.0008651394351735	5.812326316328186e-08	0.0215277539209354	3856	0.3194876035623862	False
7	136876562	138744678	0.0005142456788434		0.0014673996560375	-8.02634029786388e-06	5.0135548355824355e-08	0.0216378530092311	2857	0.3194876035623862	False
1	154770403	156336132	0.0003296944064736	1.9500885396036536	0.0002933445151999	9.743983180729446e-05	2.0788794488645832e-08	0.0222171121320446	1319	0.32063736340356624	False
21	27271019	29125225	0.0005335114280696		0.0001293604168306	-6.408375546454967e-06	5.4445883010684946e-08	0.0222281014002228	3925	0.32063736340356624	False
16	13154437	14464001	0.0004678587477386	1.0531819913867937	0.0010784596328535	0.0001829863799067	4.190429871610393e-08	0.0222822196004834	2578	0.32063736340356624	False
22	39307894	40545796	0.0004266294593856	1.398333194188158	0.0006947312959223	0.0001339872531976	3.4984898028706555e-08	0.0225530316205821	1697	0.3218071234600707	False
5	57340073	58524621	0.0004336316454961	0.6992169999750538	0.0010532456435096	0.0003651642964487	3.632101189578597e-08	0.0228868929709788	2607	0.32384953553935003	False
3	17891118	19125143	0.0004016177315871	0.6717460058865742	0.0003729206517775	0.0009585154938147	3.1476987137975186e-08	0.0235933970713044	1806	0.33032627374747	False
11	30141357	32276900	0.0003209310554954	0.7156353916488445	0.0003713790706253	0.0005415299028634	2.018498043648257e-08	0.0238894206958626	2649	0.33032627374747	False
18	30264066	31780066	0.0002872995472454	10.588309837946278	0.0002259266130117	3.2587362299900886e-06	1.6185064318663403e-08	0.0239282283103291	1687	0.33032627374747	False
8	144236881	146303866	0.000438857734439	1.8064225832246743	0.0003716523774999	0.0001588078222172	3.8190136069459035e-08	0.0247244184272258	2498	0.3385650200760436	False
7	112618684	113712386	0.0002693109318609	0.8360790474092231	0.0002571322696457	0.0004035122299593	1.4642559932954802e-08	0.0260415479898374	1347	0.35374838789395124	False
7	28360309	31137288	0.0006491712954652	1.2491573353816472	0.000582824828008	0.0004633896049426	8.580685301773691e-08	0.0266815212641534	4897	0.35956526275025774	False
3	36486842	38356115	0.000366970204368	8.087461943813125	0.0005771825783661	3.5671707106183067e-06	2.800877458484145e-08	0.0283273507699542	2353	0.37873891029434825	False
5	90422654	91840541	0.0003024421262876		0.0004225429115692	-5.883855956222472e-05	1.9278551900087772e-08	0.0293884163908243	1649	0.3898557111845286	False
6	170330173	171051269	0.0003353852573668	1.4794284818444934	0.0002915745614935	0.0001762586155198	2.3971457154926714e-08	0.0302965930695391	1324	0.39632577403991637	False
17	72672203	74375559	0.0004149153912154		0.0003048229393029	-5.024849707884655e-05	3.67837771911775e-08	0.0305125107891497	2269	0.39632577403991637	False
17	29786491	31538424	0.0004438690572502	2.1597185720398206	0.000312696610533	0.0001350803701372	4.212892347517321e-08	0.0305763700819959	2578	0.39632577403991637	False
7	113712387	116780177	0.0004296470997096	0.8721238717878639	0.0003870006343239	0.0006271273533333	3.9603617885259923e-08	0.0308533252185075	3433	0.3968859562198919	False
2	73174848	75630085	0.0004302409578835	0.9855768139319668	0.0010555190534828	0.0001805412605022	4.02249629738842e-08	0.031938384620565	3212	0.40775471493022086	False
2	147277162	150210291	0.0004579545710458	1.1667511220495108	0.0004846365577036	0.0003178865630406	4.6312079553319846e-08	0.0333356075268349	3322	0.42241687746690787	False
9	18661051	20463533	0.0004893177724356	1.1373909567122311	0.0003091840147182	0.0005986119826637	5.332812057404437e-08	0.0340979333472162	3406	0.42887622832276373	False
4	182066807	183371274	0.0005118128518363	1.4328605063937003	0.0004481072199142	0.0002847295932549	5.9339817276069536e-08	0.0356358567646545	3155	0.43810744092489085	False
2	1781022	3973778	0.0005936872366885		0.0005826124964826	-2.03552272941708e-05	8.018181082285952e-08	0.0360272025566818	4577	0.43810744092489085	False
7	78093859	79888068	0.0004163097210731	1.489095057300816	0.0006676611406529	0.0001170663721206	3.9437509834620736e-08	0.036052002943113	3234	0.43810744092489085	False
7	79888069	82022685	0.0004589174097426	1.97272631349114	0.0003489017660646	0.0001551072951713	4.7982008521486106e-08	0.0361661493539718	3202	0.43810744092489085	False
22	32664986	34494913	0.0006031936971548	1.0358040298074462	0.0005351720554379	0.0006336726587948	8.30752684055068e-08	0.0363699418437094	3680	0.43810744092489085	False
12	67909729	69826541	0.0004880174294825	1.7646789113419568	0.000229826608592	0.00033276601521	5.4384522343165386e-08	0.0363799465078973	3229	0.43810744092489085	False
10	63341695	65794113	0.000489522479801	0.5937742187587496	0.0006984420636109	0.0009731330438458	5.5358724213540795e-08	0.0374744796557137	4042	0.44310527033566505	False
8	38938806	40703336	0.0003774464821664	0.8559765156085909	0.0004777762850766	0.0004069700744182	3.2962021177900256e-08	0.0376200011885178	3293	0.44310527033566505	False
13	113572488	115109852	0.0003604199126557	1.8203432736666976	0.0004010976618171	9.77374124564978e-05	3.015635689219034e-08	0.0379417222897503	2560	0.44310527033566505	False
13	49383962	51591090	0.000416794240387	1.1791428819180088	0.0003602078984036	0.0003468624752589	4.0355293811832287e-08	0.0380071951512925	3261	0.44310527033566505	False
6	156763326	158218718	0.0004512943617751	0.5574564227834858	0.0006879036631651	0.000952731108803	4.7358119331830154e-08	0.0380997464481785	2021	0.44310527033566505	False
17	78837588	80034407	0.0004273392015258	0.8698903172113893	0.0003761622744347	0.0006415658477702	4.2653890781118065e-08	0.0385313727101023	2401	0.4450766725289368	False
3	33255592	35283457	-0.0003894249182793		0.0007141354131825	-8.142278229148083e-05	3.559754604199339e-08	0.0390159075571501	3126	0.4452498747405114	False
11	131074612	133000045	0.0005207264979343	0.7374740167404998	0.001219716431092	0.0004087587237724	6.370903666839463e-08	0.0391081463690384	3736	0.4452498747405114	False
14	55233681	56216879	0.000267027986608	1.339397262453762	0.0002759247224846	0.0001440469721929	1.6791520227416172e-08	0.0393330278039321	1705	0.4452498747405114	False
2	202818637	205799240	0.0004369796178282	1.1438402101594194	0.0002323017877447	0.0006282595370418	4.5178573876810215e-08	0.0397953805524997	3435	0.44750037204069193	False
12	109025901	110336718	0.0003422835844681		0.0004952003385096	-0.0001780246899778	2.7860510447361854e-08	0.0403010459831461	2066	0.45020510578540845	False
4	72140558	74592389	0.0003358406353377	1.0857114624354025	0.0001969040635732	0.0004859403485901	2.6954524064092266e-08	0.0407972748692481	3188	0.45022597942762094	False
5	7143218	8446335	0.0004321971610679	0.961592418100822	0.000334506745568	0.000603916477023	4.4656423794520033e-08	0.0408332160376052	2721	0.45022597942762094	False
14	28466533	29972144	0.0003388892317885	1.2284283908110734	0.0003693261023849	0.000206065765007	2.7573089184349356e-08	0.0412638836880543	2116	0.45203919033752393	False
7	134307596	135591082	0.0003421556395074	0.7488867202733787	0.000300916465242	0.0006936960067409	2.9134902564611984e-08	0.0450111646094998	2231	0.48682074712480766	False
18	35075250	36365489	0.0003326054514948	1.6861296288655183	0.0003245827890687	0.0001198812654645	2.7531471359218528e-08	0.0450122834502914	2148	0.48682074712480766	False
17	18856320	21290356	0.0003207958628781	1.063319992601408	0.0005071592479384	0.00017946725048	2.5814105317628695e-08	0.0458640780916243	2078	0.49028077404513476	False
10	16551767	18537266	0.0004151551342394	1.8184628308317037	0.0003997831503212	0.0001303729472455	4.3251665075355014e-08	0.0459096837886787	3408	0.49028077404513476	False
7	85572182	87825003	0.0004154660564148	1.115581732394951	0.0006613894982321	0.0002097060753259	4.359165325884984e-08	0.0466006269555298	2922	0.49454915356556006	False
9	121321537	122260296	0.0002658092956122	0.7468642124376412	0.0003543620440259	0.0003574454979158	1.791473232330902e-08	0.047040555514311	1429	0.4961171631260875	False
8	56956383	59068650	0.0003814935108877	1.7146923502027085	0.0004636044606135	0.0001067712393025	3.7056134184231096e-08	0.0475030213399861	4036	0.49621650613878665	False
8	101620958	104123305	0.0004847948131364		0.0005205280089849	-0.0001771391008275	5.991226358223781e-08	0.0476344467023688	4155	0.49621650613878665	False
6	65765742	67329214	0.000442157328439	1.0281204030034126	0.0002604649980106	0.000710094795503	5.0094322605897155e-08	0.048208578033248	3622	0.4988301691853967	False
17	51826118	53599431	0.0003929524700659	0.9628301819034544	0.0003794815154994	0.0004389247075569	3.9658682293868243e-08	0.0484728962989343	2888	0.4988301691853967	False
2	151731462	152486781	0.0002465481748814	1.2633148703432082	0.0001180468374367	0.0003226457961789	1.5664273832161737e-08	0.0488485437939541	1357	0.499667634711651	False
17	36809344	38877403	0.0004250328275735	0.8010383362421574	0.0004723102403058	0.0005960888310209	4.6918516995724455e-08	0.0497354893395346	2259	0.5056937778355075	False
12	23820634	25371082	0.0004202602700791	0.8206222099516205	0.0004703626804404	0.0005575929578999	4.609916250572599e-08	0.0503045708370477	2896	0.5084354838173036	False
1	173097907	175089767	0.0003111179945233	1.5903200492640843	0.0003705827794518	0.0001032751795586	2.5475483065666173e-08	0.0512675191937104	2290	0.5151020567510075	False
4	118479918	119933511	0.0003110634474736	0.6239217408593344	0.0005188480196404	0.0004790684386545	2.5660239779124823e-08	0.0521536665588561	2610	0.5178774150051986	False
16	72935150	74971502	0.0004898420121939	3.120092377622792	0.0006196424124957	3.977736584812487e-05	6.363192376087427e-08	0.0521537326065306	3241	0.5178774150051986	False
10	102949239	104380409	0.0002875163009467	1.4305993877664274	0.0002560297977279	0.000157760531927	2.2093291757403224e-08	0.0530716415135468	1483	0.5239281819186189	False
6	110304247	112345013	0.0004147748576644	0.8139769407577874	0.0005868762896042	0.0004424396888346	4.690245186119247e-08	0.0554667120167716	2973	0.5444073815287755	False
5	9718832	11173270	0.0004239592733026	1.627156872826555	0.0001399407064726	0.0004851157403594	4.9311968799996144e-08	0.0562382564792277	2980	0.5483883468932859	False
