chr	start	end	rho_PGC	var_PGC	p_PGC	m_PGC	rho_FG	var_FG	p_FG	m_FG
1	27401867	30161880	8.184864155211473e-05	3.790869665673163e-08	0.6742078738469985	703	0.0001672989573733	6.336359471282884e-08	0.5062936476856679	697
1	30161881	32438684	0.0001048638864958	6.505071180933077e-08	0.6809628066549384	1086	5.81353751368963e-05	1.1633297854686457e-07	0.864658706768456	1081
1	32438685	34799757	-6.892627072369857e-05	3.507626083466792e-08	0.7128540783525179	788	5.309805190702272e-05	7.814603690469019e-08	0.8493531744022648	784
1	34799758	37549182	-2.2874006579830832e-05	3.4212100635745536e-08	0.9015792691084232	681	-0.0003913603759029	8.712603777539847e-08	0.1848808132204075	679
1	37549183	38731846	2.2748728763168135e-05	2.310462329039552e-08	0.8810323390141731	491	0.0001637594714607	5.43771010126554e-08	0.4825165592509192	488
1	38731847	40200566	0.0002263819683545	3.9723679492603385e-08	0.2560236005387296	493	-0.0001192693918988	5.88629509607673e-08	0.623005252510187	491
1	40200567	41975326	0.0003753513501772	3.881049066764775e-08	0.0567410579870489	662	-0.0002938108316602	7.34452421516051e-08	0.2783020650430249	658
1	41975327	43758456	6.814043329205158e-05	2.8307721320489724e-08	0.6854792850371079	650	0.000193316780359	6.3909760829989e-08	0.4444555892112904	649
1	43758457	44969182	-0.0003260959802469	4.222041697251323e-08	0.112506636560373	452	0.0001857334923302	3.357528870549024e-08	0.3107583441652325	452
1	44969183	46899500	-4.26000927752206e-05	2.2608613371124657e-08	0.7769333733307824	575	-3.319768771180446e-05	3.5637956359444675e-08	0.8604089030299915	571
1	46899501	48002575	-8.663530742339783e-06	1.5913418774378292e-08	0.945246492277636	382	1.248443270712618e-05	3.335194420490097e-08	0.9454982882221904	381
1	48002576	48978187	-2.600267814293866e-05	1.8502719967725805e-08	0.8483991132241646	384	0.0001171878552269	4.3426165184844874e-08	0.5738774314569444	382
1	48978188	49894176	4.907501561438454e-05	1.3442887197076431e-08	0.6721006394622633	273	3.307881409794509e-05	2.279779998574755e-08	0.8265874433585687	271
1	49894177	51713725	3.548930309680689e-05	1.2956070801147217e-08	0.7552008702945349	314	-6.869501942380521e-05	2.005340131470134e-08	0.6276054489277194	314
1	51713726	54226261	-2.7248159208438405e-05	2.992797277684223e-08	0.8748456749792106	658	-0.0003685544908772	6.495568534682223e-08	0.1481540146331928	652
1	54226262	56413116	0.0002622976701955	5.7169538154624786e-08	0.2726353592142244	1003	0.0001439993362046	1.2945797994517672e-07	0.6889963246496682	1000
1	56413117	57021727	-1.704312494388459e-05	1.4194687650241331e-08	0.8862510973136263	306	-4.732860882531161e-05	3.3747942021848196e-08	0.7966907993770925	305
1	57021728	58865398	-9.779963717206728e-05	4.7410288518994555e-08	0.6533163362991956	1013	-3.444109753525801e-05	1.1132371786532423e-07	0.917784730737992	1011
1	58865399	59890408	-0.0001085444168158	2.104597601754651e-08	0.454334076097265	454	-0.0001584402184008	5.054261565779753e-08	0.4809643233756417	451
1	59890409	61922364	0.0002382793065303	4.050099685630984e-08	0.2364111539918451	766	0.000274348662244	1.0178171367192044e-07	0.3898223173604606	763
1	61922365	63455088	-9.733116209175904e-05	3.269668842610409e-08	0.590390788932734	642	0.00010080016472	7.262433106231932e-08	0.7083731978703829	640
1	63455089	65041703	-6.754037335855696e-05	3.744599059393727e-08	0.7270679712371722	753	0.0001515817807322	9.027177703247548e-08	0.6139020330252449	747
1	65041704	66939403	0.0002021423760724	3.6129866681464486e-08	0.2875700354753469	750	0.0002274830684022	8.25554969486223e-08	0.4285192122551307	749
1	66939404	68477894	0.0001161201275589	3.652377735754635e-08	0.5434510413940772	803	-0.0002646035350349	8.54680018312875e-08	0.3654153909876141	798
1	68477895	69687615	0.0003086080043878	2.1655028020465305e-08	0.0359810184680784	425	-0.0001536568178678	5.522527837808436e-08	0.5132038418415872	423
1	69687616	71372469	0.0001242378058949	2.9522302721570167e-08	0.4696386025733331	632	1.7376034130763636e-05	6.845688940155738e-08	0.9470503619595608	627
1	71684405	74326906	0.0005684789746795	3.548321339503945e-08	0.0025454402752089	667	6.957395837680089e-05	5.4781849529155725e-08	0.7662722528645846	667
1	74326907	76728134	-0.0002459313452254	3.81392871015978e-08	0.2079236720186685	884	5.785381806947215e-06	8.818970339686256e-08	0.9844569703510048	882
1	76728135	79661197	0.0002190120954648	5.3914375853852515e-08	0.3455652661768533	1132	-0.000588256965914	1.2523444943717878e-07	0.0964558838287947	1128
1	79661198	81354190	-0.0001228596622693	2.7791659529723035e-08	0.461138253290701	587	-0.0002226919203404	6.34392578372597e-08	0.3766158360685834	586
1	81354191	83991747	0.0005765270408424	5.4230151139386863e-08	0.0132972590556961	1137	0.0005052728241452	1.2890839549301818e-07	0.1593397445736271	1133
1	83991748	84844494	-2.0458901225123483e-05	1.6179701406779758e-08	0.8722185477651885	357	-0.0002436931447295	3.597587519034337e-08	0.1988600103966898	356
1	84844495	86454750	-2.286067020155117e-06	3.66596257904023e-08	0.9904736904921602	770	-0.0001164625394189	8.622242285454602e-08	0.6916466685490714	768
1	86454751	88128630	-7.686596910238636e-05	3.2191874846914575e-08	0.6683516602093249	677	0.0002808882266446	7.39271878631927e-08	0.3015692567801599	674
1	88128631	90066302	8.870165413082562e-06	2.8949006380793917e-08	0.9584225108989848	611	-6.568811283527201e-05	6.815452838757848e-08	0.8013373650321604	609
1	90066303	91886316	-0.0001583086352443	3.2596190101612253e-08	0.3805726384363646	665	-0.0001908353880724	7.79283161802364e-08	0.4942186257219836	662
1	91886317	93536458	0.0001011496724703	2.692243780383977e-08	0.5375887277333505	611	-2.403158708608012e-05	5.808432325708797e-08	0.920571960072733	609
1	93536459	94506190	-4.9186953729845654e-05	1.2388222195575132e-08	0.6585457893570434	312	6.546005349617484e-06	2.5434080201900865e-08	0.9672594126443834	310
1	94506191	96150892	0.0002502297092473	3.8475566170078704e-08	0.2020638674829947	782	-0.0003039009291079	9.031501204406477e-08	0.3119040089396535	779
1	96150893	97885248	0.0005011780698986	5.984919821360319e-08	0.0404986029762851	729	0.0003195390557994	6.269458287113802e-08	0.2018950074723572	724
1	97885249	99800603	0.0003523466114479	7.161499085397085e-08	0.1879582223004675	728	-8.254281323828591e-05	1.0181510950735033e-07	0.7958774190994955	727
1	99800604	100826404	-5.720885120703287e-05	1.628899395559429e-08	0.6539759112449379	380	8.737563165557864e-06	3.2917497061157075e-08	0.9615895727713504	377
1	100826405	102041015	0.0002239254279899	2.3278031754122884e-08	0.1421921681884201	519	0.0002008054862312	5.030139647579383e-08	0.3706080459102692	518
1	102041016	102898744	1.715133128254795e-05	1.4954786255284294e-08	0.8884612278311422	332	2.305095806442815e-05	3.5804648718128094e-08	0.9030414238398046	332
1	102898745	103914210	4.9594294650044055e-05	1.1801732092464932e-08	0.648016822629246	251	4.4778546816015086e-05	2.8320361293339276e-08	0.7901736488643909	249
1	103914211	106087841	3.841610388104851e-05	2.520319928336157e-08	0.8087930665693747	562	9.13140041504776e-05	5.833930771284611e-08	0.7053885949622838	558
1	106087842	108409664	4.5144888365830395e-05	4.1958579651451154e-08	0.8255649394326136	872	-0.0002283882711085	1.0317169970349485e-07	0.4770599853225001	868
1	108409665	110303930	7.67236889597816e-05	3.1975297213745395e-08	0.667876575341344	674	0.000320812448487	7.540535829350138e-08	0.2426904058163571	671
1	110303931	111741736	0.000367035958584	3.3653295243599133e-08	0.0454183492747133	665	0.0001431408892313	8.522042251953789e-08	0.6238976826919616	665
1	111741737	113273305	-0.0002229310284684	4.1748854532078945e-08	0.2752469205999136	842	0.0001651161299956	9.570839586300053e-08	0.5935344150988534	838
1	113273306	114873844	1.1154264341070992e-05	2.937452755360476e-08	0.9481093566502016	627	-0.0001046561119407	5.8230902307452375e-08	0.6645074566717023	626
1	114873845	115880592	0.0002063740345585	1.8437526586654153e-08	0.1285460427416768	399	0.0001460996362858	3.598381471965118e-08	0.4411896580041765	397
1	115880593	118839066	7.109878716165379e-05	4.8108574039468924e-08	0.7458216917483442	1024	-4.72016688836297e-05	1.1251965438468197e-07	0.888094387143164	1019
1	118839067	144977493	2.884899376345724e-05	2.9764722420401397e-08	0.8671995135200095	656	0.0001777106852995	6.874099486162777e-08	0.4978944825222281	655
1	144977494	148361252	-6.888364854286593e-05	2.2971770193067427e-08	0.6494802703367629	512	-9.232888569439798e-05	4.87067554294074e-08	0.6756889697352058	476
1	148361253	151538880	0.0001924199487099	5.2387346363671315e-08	0.400520525426677	435	-0.0001567153542254	2.9428893032335232e-08	0.3609619041305301	433
1	151538881	153180828	8.179175923707582e-06	2.3251603312157655e-08	0.9572225451568892	597	0.0001337338221733	4.3377846041755307e-08	0.5208038444572298	597
1	153180829	154770402	0.0003045551267744	3.950485943077628e-08	0.125451160128397	592	8.073148312873806e-05	5.173332442192996e-08	0.7226328315242658	589
1	154770403	156336132	0.0002819883448731	2.5381872509394875e-08	0.0767298137797952	434	0.0002958182357272	3.55429246285346e-08	0.1166265422168904	429
1	156336133	158027411	0.0002406920947353	3.5054124401089235e-08	0.1985967532598606	708	-6.327702397219712e-05	8.410759321728238e-08	0.8272835812616748	705
1	158027412	159913047	0.0002364149437856	5.766749187705637e-08	0.3248767802634732	826	0.0001723014454838	9.47519623314654e-08	0.5756493464129289	821
1	159913048	162346720	0.0004554821131575	5.186317355386034e-08	0.0454944026918415	1043	0.0006163509253521	1.2338451208823833e-07	0.079314195568428	1038
1	162346721	165191701	0.0002924311946637	6.729299701307752e-08	0.2596164785648212	1385	0.0001833374008747	1.647629921689017e-07	0.6515067413668376	1379
1	165191702	166460516	9.09157098458709e-05	3.2729547166332145e-08	0.6152891059159873	652	0.0003411104308646	8.219593776393831e-08	0.2341294706407105	650
1	166460517	169086323	-0.0003249239950461	6.708526300689742e-08	0.2096628908297493	1351	9.93238753821856e-05	1.5791748611474553e-07	0.8026325118902646	1346
1	169086324	170557775	0.0002360235356091	2.8255891735771176e-08	0.1602864134931391	670	0.0001162665235366	5.921317355584766e-08	0.6327930525396461	668
1	170557776	173097906	0.0001240108132555	4.7063542354342565e-08	0.5675706722031251	1107	-0.0002390175292022	1.0551301749704069e-07	0.4618349444640492	1102
1	173097907	175089767	-6.810652345827216e-05	2.7395581554268445e-08	0.6807207988703048	614	-1.3370655202024182e-05	3.5189015711375505e-08	0.9431773368801388	609
1	175089768	177433380	0.0003222453315069	4.21185715570005e-08	0.1163729248078241	963	0.0002848891141639	9.429566242468749e-08	0.3535383364299413	958
1	177433381	178944308	9.990211470599112e-05	3.195539651833776e-08	0.576257665829734	613	0.0002274533530139	6.060370249845223e-08	0.3555186686032382	611
1	178954470	181144120	0.0001620241359288	3.9602331593353034e-08	0.4155430157036861	922	0.0002927363098758	8.248696661413255e-08	0.3080807220947851	913
1	181144121	182755355	1.5268918770239727e-06	3.3726641059787294e-08	0.9933662851820624	722	0.0002128869618924	9.030009873438909e-08	0.4786701587607423	721
1	182755356	184595512	0.0001679748064995	3.918704390818293e-08	0.3961366770313488	743	0.0002899196506581	6.562376137841554e-08	0.2577432912496573	740
1	184595513	186810022	-0.000117173305623	2.8303278150000292e-08	0.4861266088124308	705	-0.000378665818384	5.24987135792078e-08	0.0984014300529502	702
1	186810023	188759944	6.850818570862026e-05	3.6852859634839915e-08	0.7211910801630005	798	-0.0002307491328491	8.673301888525974e-08	0.4333241864839869	794
1	188759945	189904129	-1.1484705506126869e-06	1.0448027752394837e-08	0.9910353440128776	287	-9.99314051275858e-06	1.5141175733668542e-08	0.9352730607732356	287
1	189904130	191868929	2.3636788662318153e-05	2.8750337946126224e-08	0.8891330016807065	711	1.4939687653006496e-05	6.038305848467902e-08	0.951520677255096	708
1	191868930	194107441	0.0005383866059758	3.6234133858810264e-08	0.0046786571803178	754	0.0005265451758151	6.158828666558167e-08	0.0338618711142204	751
1	194107442	196176200	0.000114285207963	3.253911877000691e-08	0.5263686035307542	731	0.0002168883367462	7.551964267330227e-08	0.4299747768424949	730
1	196176201	197311513	1.579736063259899e-05	1.3607048921641662e-08	0.8922749431328365	254	-0.000172844167939	2.0217527247572432e-08	0.2241373124790027	253
1	197311514	199239883	0.0002231491050797	2.7767847366780663e-08	0.1805270476176866	616	0.0002901644542446	5.8048709848931395e-08	0.228459464510047	614
1	199239884	200137648	2.5461036137099927e-05	1.7777288038183484e-08	0.8485566173616206	387	-3.470059063026857e-05	4.1800879267318055e-08	0.8652269220768772	386
1	200137649	201589974	0.0004395713425859	4.0893275066300597e-08	0.0297262362384232	801	0.0002497667565497	9.599851306515318e-08	0.4201707874603542	796
1	201589975	203334733	-0.0002664816656398	3.6614111326398665e-08	0.163724586270367	706	4.739371204633877e-05	8.798044121036997e-08	0.8730528603883094	706
1	203334734	204681067	3.6584104009036193e-05	2.8683126114857893e-08	0.8289778882014267	583	0.0002737710342824	6.611830169462905e-08	0.2870123784684235	581
1	204681068	206073264	9.73697064121677e-05	3.3332680519909586e-08	0.5938113457467717	655	-9.527640507759984e-05	8.098983268840085e-08	0.7377848804811455	652
1	206073265	208410363	0.0003834482172142	3.7950856215483336e-08	0.0490311111835772	780	0.0001404779816463	9.025865203670883e-08	0.6400788783143782	776
1	208410364	210787749	0.0003304529182931	5.6816883181917244e-08	0.1656420028371389	1129	-0.0002947279144374	1.3981852582855414e-07	0.4305770957571334	1125
1	210787750	212842329	0.0001448003273022	4.289116225150938e-08	0.4844429286458187	820	0.0001529986640968	1.0934312978026149e-07	0.6435852313974542	811
1	212842330	214578265	0.0001044733654186	3.6355772324865814e-08	0.5837453242703203	706	7.757413127811731e-05	8.07710066237532e-08	0.7848887160343951	705
1	214578266	216243633	0.0001029139589055	3.3127201269581435e-08	0.5717786107481659	728	0.0002894543000932	7.669201968521385e-08	0.2959244079447738	722
1	216243634	218705512	7.919194967666343e-05	6.354197231058312e-08	0.7533996301816852	1280	0.0002384454537795	1.5668200317786317e-07	0.5469129632458389	1275
1	218705513	219590570	-4.012858014717243e-05	1.6207314855866715e-08	0.7526031655915395	354	-2.7647126372961068e-05	3.6406920578765275e-08	0.8847925558012475	353
1	219590571	221858230	-6.738872447773332e-06	3.98193077048086e-08	0.9730599807320436	861	0.0002208855061683	9.179300912556297e-08	0.4659658391791083	860
1	221858231	222230219	6.389197456174465e-05	9.924784880235044e-09	0.52130427001406	204	0.0002404173057937	2.5663964226708212e-08	0.1334242559738338	203
1	222230220	224938519	0.0002803046644888	4.1597577198222466e-08	0.1693340721129569	881	0.0003018165090091	1.0023707675191073e-07	0.3404389786266785	878
1	224938520	226810859	0.0003618792495418	3.45403825899645e-08	0.0515163778347364	630	1.3296450795814885e-05	6.98627372461128e-08	0.959879175210358	623
1	226810860	229156247	0.0001744438879844	4.0443767701808086e-08	0.3857113557840296	917	0.0002528513940086	8.436071403502128e-08	0.3839982550521859	911
1	229156248	230685254	-4.022350450991476e-05	3.2077239222820576e-08	0.8223018662059376	662	-2.109059879428766e-05	7.762092766656083e-08	0.9396572744920644	659
1	230685255	232090251	-5.533674469719981e-05	3.683294142855141e-08	0.7730913126020461	726	-0.0001206780110112	8.809885660822162e-08	0.6843185547551468	721
1	232090252	233429283	-9.226291584025664e-05	3.7395530257416345e-08	0.6332847261347181	708	0.0002260336333215	9.168618566611269e-08	0.4553744604882741	707
1	233429284	234599433	-7.082217458960016e-05	3.486939295972156e-08	0.7044883005559797	649	-0.0001332970038	9.170064395329108e-08	0.6598038894230184	649
1	234599434	235819435	3.514792612297491e-05	2.8603173923798766e-08	0.8353675537613013	471	-0.0001376986481544	6.126897961173763e-08	0.5780055307178543	464
1	235819436	237555627	-8.876654193009185e-05	3.88722589475004e-08	0.6525483573050835	791	-0.0001706266312217	8.417739410164841e-08	0.5564670832211015	788
1	237555628	238567806	0.0002696860691621	2.6899783627449363e-08	0.1001118550021044	398	-0.0001366789206172	5.510409975627753e-08	0.5603982200361032	397
1	238567807	239925313	0.0001960435085041	3.1792073282624975e-08	0.2715524541571901	600	0.0001824091925126	8.125938943815296e-08	0.5222396896129387	595
1	239925314	240564090	-1.9653198093141425e-05	2.1485163055921104e-08	0.893339338116093	418	-9.838239706983356e-05	5.350397913015984e-08	0.6705973099757302	415
1	240564091	241582219	-0.0001001492232877	3.5517482058474285e-08	0.5951374248071377	574	-0.0001470847788609	1.13380515770348e-07	0.6622448089721287	572
1	241582220	242071601	0.0003685047516586	1.7828456366601123e-08	0.0057827071201455	250	0.0002857903056349	4.931203759845461e-08	0.1981020639566251	249
1	242071602	244109498	-0.0001132201754084	5.327377221898104e-08	0.6237576875753339	754	0.0002259587721022	7.994409780503321e-08	0.4241952260795728	748
1	244109499	245506745	0.0002840473848499	3.7077549314031584e-08	0.1401730412584365	567	0.0002066642104525	8.071857526545748e-08	0.4669755872229415	557
1	245506746	247344517	0.0001328338767575	4.4853081489377336e-08	0.5305218435568427	887	-0.0002395713431167	1.0917471673583803e-07	0.4684153409938246	878
1	247344518	249239465	0.0002036178768246	2.7158265568979638e-08	0.2166210506871647	550	-2.74035997334248e-05	6.465506424071133e-08	0.9141764756718812	546
2	10133	1781021	0.0001227145383582	3.984013592385528e-08	0.5386851698798558	797	0.0001187263105067	9.974476469417652e-08	0.7069721981345751	779
2	1781022	3973778	0.0003417791148847	7.155884414134799e-08	0.2013708252672676	1133	0.0003067671023566	1.6615425826438313e-07	0.4517019507149237	1128
2	3973779	5708336	0.000192773613846	3.8744090476610764e-08	0.3273993585063743	717	0.0001681660194829	9.764972155924089e-08	0.5904740131136552	715
2	5708337	6836253	-1.3455798431802193e-05	3.7327314244322665e-08	0.9444754329553424	642	8.188425204807808e-05	1.0091034608872845e-07	0.7965843422384444	639
2	6836254	8422146	0.00016647027821	3.52291201001294e-08	0.3751204787953459	691	0.0003864303808103	9.066010686953352e-08	0.1993508204729238	690
2	8422147	10298468	0.0003428121461498	3.9764479969155585e-08	0.0855908270595033	752	0.0001132745643564	1.0024199949363681e-07	0.7205132116250506	749
2	10298469	12419149	-0.0001248942729913	6.519083808623765e-08	0.6247297767294004	1091	-0.0003439470128034	1.707161821979601e-07	0.405159273058831	1087
2	12419150	14335307	-1.6477501041261725e-05	3.497254713359439e-08	0.9297888429936694	678	0.0001228794442976	8.720296032950883e-08	0.6773256768242485	675
2	14335308	16329734	0.0002539034381163	4.115849015406039e-08	0.2107436972300561	842	0.0001303471849398	9.093796641512473e-08	0.665564037127597	835
2	16329735	18647422	-0.0001579848868161	4.78211750780004e-08	0.4700202825907086	983	-6.650021176233848e-05	1.1490209377031635e-07	0.8444677518239772	979
2	18647423	19692403	-8.408071344975417e-05	2.2387983770019877e-08	0.5741578256884596	430	-0.0001661946892148	5.6604715908812455e-08	0.484839999838083	427
2	19692404	21050489	6.568675259475605e-05	3.8266016896984874e-08	0.7370272468174914	728	0.0001675331087293	9.909469571589093e-08	0.5945869968139794	726
2	21050490	23341382	0.0011306275424643	6.0297136050104e-08	4.136952195224142e-06	704	-0.0004973774356552	8.858897254936957e-08	0.0947066333069213	703
2	23341383	24686917	-8.263112541559149e-05	2.5420920253230777e-08	0.604276591731016	498	-0.0002820177141846	7.608423143340095e-08	0.306582467158027	496
2	24686918	26894984	-5.743735998897803e-05	3.063210876086347e-08	0.742779047207087	656	-0.0002473281070595	6.906201437195604e-08	0.3466335404995327	652
2	26894985	28598776	-0.0001240312292301	2.0176784333919112e-08	0.3825635584323027	482	-4.8217401523726624e-05	3.9356413595427e-08	0.8079664825283259	480
2	28598777	29217558	0.000207685170539	1.3223597079259138e-08	0.070909936156258	275	0.0001254571502047	2.9616568803084826e-08	0.4660011298951659	273
2	29217559	30463710	7.247163047075836e-05	3.7004455600426916e-08	0.7063672920228288	706	-8.99919489322572e-05	9.035449310639175e-08	0.7646469668711733	705
2	30463711	31550449	5.888434245795594e-05	3.0997318083053174e-08	0.7380361977089986	607	-0.0001321441337058	7.792855279496329e-08	0.6359501219371544	605
2	31550450	33363776	-9.348050199885738e-06	2.7466762484418957e-08	0.9550192052901484	591	-4.73749162672361e-05	5.5194430991872315e-08	0.8401894103133937	587
2	33363777	35345027	9.632982744243542e-05	4.894357435709688e-08	0.6632542725137796	956	-0.0010269222433786	1.228411878405187e-07	0.0033897718725531	948
2	35345028	36122005	5.038084796431768e-06	1.6385653489048892e-08	0.9686049240334992	353	-0.0001561480113185	3.8629255061071115e-08	0.4269210276751307	352
2	36122006	38132711	0.000192615289446	6.276835298357674e-08	0.4420046742289819	1057	0.0004378006117639	1.427339396312543e-07	0.2465330929509196	1051
2	38132712	39031336	8.020625948952374e-05	1.971107388158522e-08	0.5678062013930036	387	0.0002125865532388	5.0761934904557126e-08	0.3453976675833985	384
2	39031337	40281482	0.0001379137016766	1.5751380109517547e-08	0.2718227953911351	359	-1.564818998185953e-05	3.395061835872065e-08	0.9323202841817216	357
2	40281483	43309589	0.0001004180440367	7.198565530535023e-08	0.7082010392118135	1511	0.0005266188997227	1.575263020598597e-07	0.1845602542065657	1495
2	43309590	44313802	3.058361459168968e-05	2.1724942359189068e-08	0.8356226032773573	459	6.622954417566994e-05	4.8850537936881874e-08	0.764442662719912	459
2	44313803	46482633	-0.0001029691472883	7.011982806801954e-08	0.697384069696398	1239	-0.0003004423323807	1.750483809474762e-07	0.4726985366545082	1232
2	46482634	47318771	-3.410446428122069e-05	3.095189369740369e-08	0.8462927011404937	472	0.0002471088692596	1.00256310264968e-07	0.435139380911506	471
2	47318772	48213000	0.0001596259227149	2.1613922506088954e-08	0.2775821032896178	335	0.0001035893059498	5.758421486241214e-08	0.6659730874687757	332
2	48213001	50022256	-7.835762916809048e-05	4.0637518894987335e-08	0.6974959936334257	811	5.917799483505316e-05	9.766153079189648e-08	0.8498071745021705	804
2	50022257	50818927	2.4180945799484835e-05	2.2824636045720152e-08	0.8728371371167518	401	0.0004524397834575	4.2734796107280025e-08	0.0286246160395444	399
2	50818928	52491132	0.0002277463932604	4.401920959388017e-08	0.2776996440127119	729	0.000277852979303	1.3847124827082377e-07	0.4552559816534524	729
2	52491133	53508451	5.48769563675253e-05	2.597224749670189e-08	0.733469317767551	551	-2.076365255816852e-05	6.143027676126657e-08	0.9332356196124564	548
2	53508452	54685225	0.0004200541471119	2.8629210104083586e-08	0.0130440339539554	512	0.0003058439618517	7.113325289882625e-08	0.2514906057640258	508
2	54685226	56203344	-0.0001125971905973	3.2877875672519485e-08	0.5346146008546375	695	7.82751261138206e-05	7.786642716648782e-08	0.7790861038703254	692
2	56203345	57429099	0.0001651749729278	2.3925716248357496e-08	0.2855864953402118	485	-9.642029357857646e-05	5.3349982700473985e-08	0.6763515086575167	482
2	57429100	58297314	-4.1177465135359085e-05	1.8947813603371584e-08	0.7648303015888454	326	1.2700074583636188e-05	3.5573000152184276e-08	0.9463143772599112	326
2	58297315	60291999	0.0003689128359259	8.380653191805713e-08	0.2025434489099343	843	0.000125051614622	1.0576359834038184e-07	0.7005915919855568	836
2	60292000	62429043	0.0001399326643167	4.273984549205326e-08	0.4984910473436508	703	-6.452041259956148e-05	7.228103996105793e-08	0.8103415242960614	700
2	62429044	64625912	-4.067057635041688e-05	3.21215891281081e-08	0.8204822766660276	686	-0.0001818882176943	6.960703144399867e-08	0.4905648603708615	684
2	64625913	65933443	0.0003118282669551	2.8834793583416544e-08	0.0663049104612546	529	2.0928118054241008e-05	7.187293874581097e-08	0.9377776191171748	528
2	65933444	67226165	-6.417675498612808e-05	2.966278631404564e-08	0.7094276955936154	610	-0.0003810055333722	7.464255374932237e-08	0.1631477562646417	607
2	67226166	68010175	-0.0001208887664161	2.295716363862789e-08	0.4249515905021233	465	0.0001282464842302	5.887849348407377e-08	0.5971336585567113	460
2	68010176	69139563	-7.716909934404562e-05	2.657515628689407e-08	0.6359455072895714	556	0.0002868191285493	6.50601238247153e-08	0.2608106210484212	555
2	69139564	70755197	5.366403208808599e-05	2.7616743349784627e-08	0.7467546327134258	624	0.0001445997057126	5.8291433484807365e-08	0.5492297051091237	622
2	70755198	73174847	-4.036839799227506e-05	4.657221357631039e-08	0.851614554151382	924	0.0001369511002084	1.0554878143580598e-07	0.67336072206022	920
2	73174848	75630085	0.0001035508061279	3.838305529974988e-08	0.5971196494048027	847	3.694787688855283e-05	8.083631951084193e-08	0.8966036326173054	844
2	75630086	76913660	-4.16027617014476e-05	2.998754996348088e-08	0.8101414831236946	579	0.0001268612198385	7.662219556494743e-08	0.646735612962571	573
2	76913661	78079263	9.41510259222251e-05	2.4924370719745452e-08	0.5509306753846854	462	0.0003184468611528	6.49136906655168e-08	0.2113428575502179	461
2	78079264	80050402	0.0002223752609748	5.0694818716652124e-08	0.3233222898772974	967	0.0001530811977548	1.1379107320749827e-07	0.6499703290921892	964
2	80050403	81620840	0.0001490331869379	3.230491086902672e-08	0.4070026719445633	642	4.094560881424371e-05	7.833961595742424e-08	0.8836919348944742	639
2	81620841	85140679	0.0001442535948731	4.143977908420451e-08	0.4785557402870836	1032	-1.824844464541512e-05	7.878203545522215e-08	0.9481622135142396	1031
